"Country Name";"Country FAO Code";"Country ISO2";"Item Name";"Item FAO Code";"Item Category";"Unit of Measure";1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
Italy;106;IT;Buckwheat;89;Cereals;m3/ton;2980.7299804688;3206.0600585938;3027.1999511719;0;2408.4499511719;0;0;0;0;0;0;0;0;0;0;0;0;2069.6899414062;0;0;0;0;2785.8701171875;0;0;0;0;2032.0999755859;0;0;2073.4799804688
Italy;106;IT;Quinoa;92;Cereals;m3/ton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;106;IT;Fonio;94;Cereals;m3/ton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;106;IT;Triticale;97;Cereals;m3/ton;263.64401245117;244.21699523926;316.10998535156;253.99200439453;357.02499389648;381.25;617.42901611328;1169.1600341797;773.93103027344;0;0;978.68200683594;0;0;0;0;647.01300048828;0;0;701.34197998047;0;779.30401611328;710.17999267578;742.72601318359;733.11700439453;738.70300292969;0;0;0;0;0
Italy;106;IT;"Canary seed";101;"Non edible";m3/ton;3374.2800292969;4137;0;5153.2099609375;0;3589.4599609375;0;0;4192.6201171875;4659.1899414062;0;4627.9702148438;0;0;0;0;0;0;4186.9301757812;0;0;5226.5;0;0;0;0;0;0;0;0;3705.8500976562
Italy;106;IT;"Mixed grain";103;Cereals;m3/ton;1344.4599609375;1098.2099609375;1230.3499755859;1237.0200195312;1246.0100097656;1102.7700195312;1049.3000488281;1087.0600585938;0;1328.8800048828;0;0;969.43298339844;1009.9899902344;0;1226.4000244141;1088.0300292969;1019.6199951172;1007.2700195312;1081.3100585938;0;1247.9300537109;1180.6500244141;0;0;1610.8100585938;0;0;0;0;0
Italy;106;IT;"Flour, mixed grain";104;Cereals;m3/ton;0;1611.5500488281;2352.8999023438;0;1757.3000488281;946.56597900391;0;832.59600830078;0;0;1599.6099853516;2002.0799560547;1068.5799560547;1472.8499755859;1557.0899658203;1639.5400390625;1091.5;940.47100830078;923.24102783203;1318.9200439453;1247.0300292969;1330.7399902344;1455.1700439453;1383.1700439453;1306.4000244141;0;1611.5500488281;2352.8999023438;0;1757.3000488281;946.56597900391
Italy;106;IT;"Cereals, nes";108;Cereals;m3/ton;0;1540.9399414062;2249.8000488281;0;1680.3000488281;905.09002685547;0;796.11401367188;0;0;1529.5200195312;1914.3599853516;1021.7600097656;1408.3199462891;1488.8599853516;1567.6999511719;1043.6700439453;899.26300048828;882.78802490234;1261.1300048828;1192.3900146484;1272.4300537109;1391.4100341797;1322.5699462891;1249.1600341797;1252.8000488281;1431.2700195312;1029.9799804688;974.85900878906;1039.7900390625;1013.2899780273
Italy;106;IT;"Flour, cereals";111;Cereals;m3/ton;0;1611.5500488281;2352.8999023438;0;1757.3000488281;946.56597900391;0;832.59600830078;0;0;1599.6099853516;2002.0799560547;1068.5799560547;1472.8499755859;1557.0899658203;1639.5400390625;1091.5;940.47100830078;923.24102783203;1318.9200439453;1247.0300292969;1330.7399902344;1455.1700439453;1383.1700439453;1306.4000244141;0;1611.5500488281;2352.8999023438;0;1757.3000488281;946.56597900391
Italy;106;IT;"Cereal preparations, nes";113;Cereals;m3/ton;0;1812.8699951172;2646.830078125;0;1976.8199462891;1064.8100585938;0;936.60498046875;0;0;1799.4300537109;2252.1799316406;1202.0699462891;1656.8399658203;1751.5999755859;1844.3499755859;1227.8499755859;1057.9599609375;1038.5699462891;1483.6800537109;1402.8100585938;1496.9799804688;1636.9499511719;1555.9599609375;1469.5999755859;0;1812.8699951172;2646.830078125;0;1976.8199462891;1064.8100585938
Italy;106;IT;Potatoes;116;Vegetables;m3/ton;203.23899841309;202.02299499512;200.7740020752;193.27699279785;196.74499511719;183.12699890137;166.625;162.43800354004;157.28100585938;163.47700500488;165.11399841309;163.57299804688;153.60499572754;154.08599853516;148.91600036621;150.40299987793;151.24299621582;160.04600524902;139.69299316406;144.04699707031;149.47799682617;140.39100646973;149.92399597168;141.2799987793;136.71299743652;133.36999511719;132.69000244141;131.9640045166;123.1490020752;123.47399902344;122.10500335693
Italy;106;IT;"Potatoes Flour";117;Vegetables;m3/ton;1016.200012207;1010.1199951172;1003.8699951172;966.38702392578;983.72399902344;915.63500976562;833.1259765625;812.19000244141;786.40301513672;817.38500976562;825.57098388672;817.86499023438;768.02301025391;770.43103027344;744.58099365234;752.01702880859;756.21600341797;800.22900390625;698.46600341797;720.23297119141;747.38800048828;701.95501708984;749.61901855469;706.40002441406;683.56597900391;1016.200012207;1010.1199951172;1003.8699951172;966.38702392578;983.72399902344;915.63500976562
Italy;106;IT;"Frozen Potatoes";118;Vegetables;m3/ton;406.47799682617;404.04699707031;401.54699707031;386.55499267578;393.48901367188;366.25399780273;333.25100708008;324.87600708008;314.56100463867;326.95401000977;330.22900390625;327.14599609375;307.20901489258;308.17300415039;297.8330078125;300.80700683594;302.48699951172;320.09100341797;279.38598632812;288.09298706055;298.95498657227;280.78201293945;299.84799194336;282.55999755859;273.42599487305;406.47799682617;404.04699707031;401.54699707031;386.55499267578;393.48901367188;366.25399780273
Italy;106;IT;"Sweet potatoes";122;Vegetables;m3/ton;297.80599975586;274.21099853516;302.74798583984;294.83099365234;0;291.90399169922;292.14300537109;0;0;276.24499511719;0;252.77099609375;0;0;416.93099975586;398.31298828125;0;0;286.71200561523;323.22500610352;314.53500366211;0;244.51400756836;278.41299438477;249.26699829102;238.54600524902;251.95300292969;222.37699890137;231.72500610352;233.75399780273;235.94900512695
Italy;106;IT;Cassava;125;Vegetables;m3/ton;452.9460144043;435.44900512695;477.59600830078;451.08999633789;483.17098999023;0;0;0;496.57699584961;424.7080078125;619.87701416016;488.43200683594;539.81799316406;468.16101074219;430.72500610352;0;0;377.80499267578;359.57000732422;556.69201660156;363.15100097656;319.2619934082;343.21301269531;393.0119934082;0;367.88400268555;379.75900268555;390.37298583984;348.09201049805;327.17498779297;337.96099853516
Italy;106;IT;"Cassava Dried";128;Vegetables;m3/ton;1294.1300048828;1244.1400146484;1364.5600585938;1288.8299560547;1380.4899902344;0;0;0;1418.7900390625;1213.4499511719;1771.0799560547;1395.5200195312;1542.3399658203;1337.5999755859;1230.6400146484;0;0;1079.4399414062;1027.3399658203;1590.5500488281;1037.5699462891;912.17797851562;980.60797119141;1122.8900146484;0;1294.1300048828;1244.1400146484;1364.5600585938;1288.8299560547;1380.4899902344;0
Italy;106;IT;"Cassava Starch";129;Vegetables;m3/ton;1811.7900390625;1741.8000488281;1910.3800048828;1804.3599853516;1932.6800537109;0;0;0;1986.3100585938;1698.8299560547;2479.5100097656;1953.7299804688;2159.2700195312;1872.6400146484;1722.9000244141;0;0;1511.2199707031;1438.2800292969;2226.7700195312;1452.5999755859;1277.0500488281;1372.8499755859;1572.0500488281;0;1811.7900390625;1741.8000488281;1910.3800048828;1804.3599853516;1932.6800537109;0
Italy;106;IT;"Yautia (cocoyam)";135;Vegetables;m3/ton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;106;IT;"Taro (cocoyam)";136;Vegetables;m3/ton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;106;IT;Yams;137;Vegetables;m3/ton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;106;IT;"Roots and Tubers, nes";149;Vegetables;m3/ton;0;0;0;0;0;0;0;0;0;0;0;285.06298828125;312.90200805664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;106;IT;"Flour of Roots and Tubers";150;Vegetables;m3/ton;0;0;0;0;0;0;0;0;0;0;0;1140.25;1251.6099853516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;106;IT;"Sugar cane";156;Vegetables;m3/ton;178.87800598145;186.45700073242;173.12699890137;203.36399841309;208.55000305176;199.29899597168;180.8869934082;193.77200317383;191.3450012207;181.00100708008;174.77099609375;197.62399291992;191.32600402832;186.80000305176;205.14599609375;183.54100036621;190.11199951172;177.12899780273;161.08999633789;184.96499633789;176.46099853516;170.44900512695;174.61700439453;176.88200378418;145.07800292969;156.17399597168;156.1840057373;154.85800170898;164.92700195312;171.38000488281;164.63999938965
Italy;106;IT;"Sugar beet";157;Vegetables;m3/ton;99.308296203613;93.69539642334;96.931900024414;85.041603088379;110.80699920654;109.96199798584;96.376998901367;118.797996521;106.30899810791;102.48300170898;101.35900115967;101.78900146484;102.42700195312;93.109901428223;102.92199707031;118.28199768066;90.501998901367;142.82800292969;104.36499786377;85.074501037598;91.031196594238;87.917602539062;82.688903808594;87.213798522949;84.054901123047;83.482002258301;102.18199920654;89.728202819824;65.376403808594;83.081703186035;75.115501403809
Italy;106;IT;"Maple Sugar and Syrups";160;Lux-foods;m3/ton;1520.6999511719;1585.1300048828;1471.8100585938;1728.8699951172;1772.9599609375;1694.3000488281;1537.7800292969;1647.3199462891;1626.6899414062;1538.75;1485.7900390625;1680.0699462891;1626.5300292969;1588.0500488281;1744.0100097656;1560.3399658203;1616.1999511719;1505.8299560547;1369.4799804688;1572.4499511719;1500.1500244141;1449.0400390625;1484.4799804688;1503.7299804688;1233.3499755859;1520.6999511719;1585.1300048828;1471.8100585938;1728.8699951172;1772.9599609375;1694.3000488281
Italy;106;IT;"Sugar crops, nes";161;Lux-foods;m3/ton;0;2734.7399902344;2734.7399902344;2734.7399902344;2734.7399902344;2734.7399902344;2734.7399902344;2744.9499511719;2729.7099609375;2734.5500488281;2980.6999511719;2827.6499023438;1770.1899414062;2501.3100585938;1980.2299804688;2394.3601074219;2298.0600585938;0;2471.7700195312;2144.8898925781;2491.2099609375;2485.0700683594;2295.9799804688;1029.5699462891;2221.4399414062;2528.2800292969;2217.8400878906;2388.2299804688;2226.4099121094;2096.9099121094;2183.0200195312
Italy;106;IT;"Sugar Raw Centrifugal";162;Lux-foods;m3/ton;1421.8499755859;1482.0999755859;1376.1400146484;1616.4899902344;1657.7099609375;1584.1700439453;1437.8199462891;1540.2399902344;1520.9499511719;1438.7299804688;1389.2099609375;1570.8599853516;1520.8000488281;1484.8299560547;1630.6500244141;1458.9200439453;1511.1500244141;1407.9499511719;1280.4699707031;1470.2399902344;1402.6400146484;1354.8499755859;1387.9899902344;1405.9899902344;1153.1899414062;1421.8499755859;1482.0999755859;1376.1400146484;1616.4899902344;1657.7099609375;1584.1700439453
Italy;106;IT;"Sugar non-centrifugal";163;Lux-foods;m3/ton;1421.8499755859;1482.0999755859;1376.1400146484;1616.4899902344;1657.7099609375;1584.1700439453;1437.8199462891;1540.2399902344;1520.9499511719;1438.7299804688;1389.2099609375;1570.8599853516;1520.8000488281;1484.8299560547;1630.6500244141;1458.9200439453;1511.1500244141;1407.9499511719;1280.4699707031;1470.2399902344;1402.6400146484;1354.8499755859;1387.9899902344;1405.9899902344;1153.1899414062;1421.8499755859;1482.0999755859;1376.1400146484;1616.4899902344;1657.7099609375;1584.1700439453
Italy;106;IT;"Sugar Refined";164;Lux-foods;m3/ton;1520.6999511719;1585.1300048828;1471.8100585938;1728.8699951172;1772.9599609375;1694.3000488281;1537.7800292969;1647.3199462891;1626.6899414062;1538.75;1485.7900390625;1680.0699462891;1626.5300292969;1588.0500488281;1744.0100097656;1560.3399658203;1616.1999511719;1505.8299560547;1369.4799804688;1572.4499511719;1500.1500244141;1449.0400390625;1484.4799804688;1503.7299804688;1233.3499755859;1520.6999511719;1585.1300048828;1471.8100585938;1728.8699951172;1772.9599609375;1694.3000488281
Italy;106;IT;Molasses;165;Lux-foods;m3/ton;168.05000305176;158.55200195312;164.02900695801;143.90800476074;187.50900268555;186.07800292969;163.08999633789;201.03100585938;179.89799499512;173.42300415039;171.52000427246;172.24800109863;173.32699584961;157.56100463867;174.16499328613;200.15800476074;153.14799499512;241.69500732422;176.60699462891;143.9640045166;154.04400634766;148.77499389648;139.92700195312;147.58399963379;142.2380065918;168.05000305176;158.55200195312;164.02900695801;143.90800476074;187.50900268555;186.07800292969
Italy;106;IT;"Other Fructose and Syrup";166;Lux-foods;m3/ton;1520.6999511719;1585.1300048828;1471.8100585938;1728.8699951172;1772.9599609375;1694.3000488281;1537.7800292969;1647.3199462891;1626.6899414062;1538.75;1485.7900390625;1680.0699462891;1626.5300292969;1588.0500488281;1744.0100097656;1560.3399658203;1616.1999511719;1505.8299560547;1369.4799804688;1572.4499511719;1500.1500244141;1449.0400390625;1484.4799804688;1503.7299804688;1233.3499755859;1520.6999511719;1585.1300048828;1471.8100585938;1728.8699951172;1772.9599609375;1694.3000488281
Italy;106;IT;"Sugar, nes";167;Lux-foods;m3/ton;0;27347.400390625;27347.400390625;27347.400390625;27347.400390625;27347.400390625;27347.400390625;27449.5;27297.099609375;27345.5;29807;28276.5;17701.900390625;25013.099609375;19802.30078125;23943.599609375;22980.599609375;0;24717.69921875;21448.900390625;24912.099609375;24850.69921875;22959.80078125;10295.700195312;22214.400390625;0;27347.400390625;27347.400390625;27347.400390625;27347.400390625;27347.400390625
Italy;106;IT;"Sugar flavoured";171;Lux-foods;m3/ton;1520.6999511719;1585.1300048828;1471.8100585938;1728.8699951172;1772.9599609375;1694.3000488281;1537.7800292969;1647.3199462891;1626.6899414062;1538.75;1485.7900390625;1680.0699462891;1626.5300292969;1588.0500488281;1744.0100097656;1560.3399658203;1616.1999511719;1505.8299560547;1369.4799804688;1572.4499511719;1500.1500244141;1449.0400390625;1484.4799804688;1503.7299804688;1233.3499755859;1520.6999511719;1585.1300048828;1471.8100585938;1728.8699951172;1772.9599609375;1694.3000488281
Italy;106;IT;"Glucose and Dextrose";172;Lux-foods;m3/ton;1520.6999511719;1585.1300048828;1471.8100585938;1728.8699951172;1772.9599609375;1694.3000488281;1537.7800292969;1647.3199462891;1626.6899414062;1538.75;1485.7900390625;1680.0699462891;1626.5300292969;1588.0500488281;1744.0100097656;1560.3399658203;1616.1999511719;1505.8299560547;1369.4799804688;1572.4499511719;1500.1500244141;1449.0400390625;1484.4799804688;1503.7299804688;1233.3499755859;1520.6999511719;1585.1300048828;1471.8100585938;1728.8699951172;1772.9599609375;1694.3000488281
Italy;106;IT;"Beans, dry";176;Vegetables;m3/ton;1496.3900146484;1674.4000244141;1533.4100341797;1624.8599853516;1484.3299560547;1386.5400390625;1551.3800048828;1637.6600341797;1608.2900390625;1667.7399902344;1674.5899658203;1619.6600341797;1574.0100097656;1498.6199951172;1557.6899414062;1618.3100585938;1677.6400146484;1472.2600097656;1592.9200439453;1510.3800048828;1446.7800292969;1448.4300537109;1410.5500488281;1397.2299804688;1458.2800292969;1649.0100097656;1470.4200439453;1572;1417.7399902344;1392.4200439453;1409.9200439453
Italy;106;IT;"Broad beans, horse beans, dry";181;Vegetables;m3/ton;1360.4200439453;1463.3199462891;0;0;1381.6199951172;1271.25;0;0;0;1058.5899658203;928.11798095703;0;0;903.36297607422;881.5009765625;903.54699707031;0;845.62200927734;0;0;0;0;810.08197021484;0;849.41802978516;888.44500732422;849.91497802734;945.72399902344;0;0;0
Italy;106;IT;"Peas, dry";187;Vegetables;m3/ton;1311.9399414062;1341.8599853516;1060.0699462891;993.583984375;911.12097167969;903.08697509766;1085.0500488281;0;952.67401123047;1632.5500488281;1440.8599853516;1288.4300537109;1468.2399902344;1260.5899658203;917.17102050781;1356.0400390625;1219.8399658203;1353.7800292969;942.80603027344;1276.9599609375;1194.3100585938;1154.7600097656;839.13201904297;1235.9799804688;1241.0899658203;1221.2199707031;1486.3199462891;1450.1800537109;1262.0999755859;1044.4899902344;975.66900634766
Italy;106;IT;"Chick peas";191;Vegetables;m3/ton;1836.5799560547;1881.2299804688;2053.919921875;2243.4099121094;0;0;2041.8699951172;0;0;0;0;1746.9599609375;1782.5999755859;1764.4300537109;1579.6500244141;1652.4799804688;1725.7900390625;0;1943.9300537109;1931.1600341797;1813;0;1602.1899414062;0;1475.2700195312;1407.5200195312;1218.8900146484;0;0;1367.5999755859;1309.9100341797
Italy;106;IT;"Cow peas, dry";195;Vegetables;m3/ton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;106;IT;"Pigeon peas";197;Vegetables;m3/ton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;106;IT;Lentils;201;Vegetables;m3/ton;2145.0500488281;2177.5500488281;2933.669921875;3241.7600097656;2220.6298828125;2168.9699707031;2387.8601074219;2404.6201171875;2443.7299804688;2212.4599609375;2273.9699707031;2595.8798828125;2383.1899414062;2143.6101074219;2254.7099609375;3175.7199707031;2984.669921875;2980.9799804688;2323.2700195312;2188.3100585938;2459.0900878906;2385.1101074219;2217.1999511719;2089.7800292969;2113.8898925781;1980.8100585938;2078.3601074219;1663.4300537109;1932.7800292969;2120.9699707031;2123.25
